SubBank	QuestionText	QuestionType	Choice1	Choice2	Choice3	Choice4	Choice5	Grade1	Grade2	Grade3	Grade4	Grade5
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Can the function get_employees be called in an SQL statement as below ,
SELECT departmentid, description , get_employees(maxsalary) ""Employeeid""
FROM tbl_departments  
WHERE maxsalary = 3000"	MCQ	TRUE	FALSE				1	0			
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
What error the following code will display?
DECLARE
  dynamic_stmt VARCHAR2(200);
  dummy       BOOLEAN;
  FUNCTION get_x (x INTEGER)
    RETURN BOOLEAN
  AS
  BEGIN
    NULL;
  END get_x;
BEGIN
  dynamic_stmt := 'BEGIN :b := get_x(5); END;';
  EXECUTE IMMEDIATE dynamic_stmt USING OUT dummy;
END;"	MCQ	"Cannot string in current PLSQL session"	"String is not active"	"Expressions have to be of SQL types"	None of the listed options		0	0	1	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Examine the description of the employees table: 
EMP_ID NUMBER (4) NOT NULL 
LAST_NAME VARCHAR2 (30) NOT NULL 
FIRST_NAME VARCHAR2 (30) 
DEPT_ID NUMBER (2) 
JOB_CAT VARCHAR (30) 
SALARY NUMBER (8, 2) 
Which of the following SQL statements shows the department ID, minimum salary, and maximum salary paid in that department, only if the minimum salary is less than 2000 and maximum salary is more than 5000?"	MCQ	SELECT dept_id, MIN (salary), MAX (salary) FROM employees WHERE MIN(salary) < 2000 AND MAX (salary) > 5000	SELECT dept_id, MIN (salary), MAX (salary) FROM employees WHERE MIN (salary) < 2000 AND MAX (salary) > 5000 GROUP BY dept_id	SELECT dept_id, MIN(salary), MAX(salary) FROM employees HAVING MIN (salary) < 2000 AND MAX (salary) > 5000	SELECT dept_id, MIN (salary), MAX (salary) FROM employees GROUP BY dept_id HAVING MIN(salary) < 2000 AND MAX (salary) > 5000		0	0	0	1	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
In the Student Management system we have a table called STUDENTS, COURSES, ENROLLMENTS with below data
TABLE DATA - STUDENTS:
STUDENTID    FIRSTNAME    LASTNAME
10001                   Francis           Peter
10002                   Venkat            Prasad
TABLE DATA - COURSES:
COURSEID    DEPARTMENTID   COURSENAME
1112                        20                      Science
1113                        30                      Economics
The below procedure is used to identify the coursenames in the department 20.
CREATE OR REPLACE PROCEDURE proc_coursename(p_deptid IN courses.departmentid%TYPE)
AS
v_coursename VARCHAR2(10);
CURSOR c_coursename IS
SELECT coursename
FROM  courses 
WHERE departmentid = p_deptid;
BEGIN
FOR v_rec_coursename IN c_coursename LOOP 
DBMS_OUTPUT.PUT_LINE('The course in Department ID:'||' '||p_deptid||' '||'is'||' '||v_rec_coursename.coursename);
END LOOP;
END proc_coursename;"	MCQ	TRUE	FALSE				1	0			
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Views are a powerful mechanism for customizing the way your data is presented to users. They can be used to enhance security and streamline complex table relationships. Views that create static results can still be modified using ________, which allow you to define how the underlying tables are modified ensuring your data integrity."	MCQ	Triggers	Stored Procedure	Functions	Cursors	None of the listed options	1	0	0	0	0
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Which error  will be raised for the below code?
DECLARE
  TYPE tb_numbers_nt IS TABLE OF NUMBER;
    l_numbers tb_numbers_nt;
   BEGIN
     l_numbers.EXTEND;
     l_numbers(1) := 1;
   END;"	MCQ	No error	"Value not initialized"	"Reference to uninitialized collection"	None of the listed options		0	0	1	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
In the Student Management system we have a table called STUDENTS, COURSES, ENROLLMENTS with below data
TABLE DATA - STUDENTS:
STUDENTID    FIRSTNAME    LASTNAME
10001                 Francis               Peter
10002                 Venkat                Prasad
TABLE DATA - COURSES:
COURSEID    DEPARTMENTID   COURSENAME
1112                       20                       Science
1113                       30                       Economics
TABLE DATA - ENROLLMENTS:
COURSEID     SECTION   STUDENTID
1112                     A              10001
1113                     B              10002
Which PLSQL procedure is used  to display the student details along with the course names they have enrolled.
NOTE : STUDENTID should be passed as parameter. 
SAMPLE OUTPUT : Student with ID:10001 Major subject is Science."	MCQ	CREATE OR REPLACE PROCEDURE get_Coursename(p_studentid IN TBL_students.studentid%TYPE) AS v_studentid NUMBER; v_coursename VARCHAR2(10); CURSOR c_course_name IS SELECT co.coursename FROM TBL_students s, courses co , enrollments e WHERE s.studentid = p_studentid AND s.studentid = e.studentid AND e.courseid = co.courseid; BEGIN FOR v_rec_coursename IN c_course_name LOOP v_studentid := p_studentid; DBMS_OUTPUT.PUT_LINE('Student With ID:'||' '||v_studentid||' '||'Major Subject is'||' '||v_rec_coursename.coursename); END LOOP; END get_Coursename;	CREATE OR REPLACE PROCEDURE get_Coursename(p_studentid IN TBL_students.studentid%TYPE) AS v_studentid NUMBER; v_coursename VARCHAR2(10); CURSOR c_course_name IS SELECT co.coursename FROM TBL_students s, courses co , enrollments e WHERE s.studentid = p_studentid AND s.studentid = e.studentid AND e.courseid = co.courseid; BEGIN FOR v_rec_coursename IN c_course_name LOOP DBMS_OUTPUT.PUT_LINE('Student With ID:'||' '||v_studentid||' '||'Major Subject is'||' '||v_rec_coursename.coursename); END LOOP; END get_Coursename;	CREATE OR REPLACE PROCEDURE get_Coursename(p_studentid IN TBL_students.studentid%TYPE) AS v_coursename VARCHAR2(10); CURSOR c_course_name IS SELECT co.coursename FROM TBL_students s, courses co , enrollments e WHERE s.studentid = p_studentid AND s.studentid = e.studentid AND e.courseid = co.courseid; BEGIN FOR v_rec_coursename IN c_course_name LOOP v_studentid := p_studentid; DBMS_OUTPUT.PUT_LINE('Student With ID:'||' '||v_studentid||' '||'Major Subject is'||' '||v_rec_coursename.coursename); END LOOP; END get_Coursename;	None of the listed options		1	0	0	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
XYZ Company database tables are accessed by several users but for few users need to be provided  provision for updating information like address, phone number, email address in secured manner  without providing direct access to underlying  database base tables. What will the right solution you will implement in such scenario to meet requirement?"	MCQ	Create Views	Use Cursors	Use database functions	Use database Trigger		1	0	0	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Which of the following SQL statements defines a FOREIGN KEY constraint on the deptno column of the EMP table?"	MCQ	CREATE TABLE EMP (empno NUMBER (4), ename VARCHAR2 (35), deptno NUMBER(7,2) NOT NULL,CONSTRAINT emp_deptno_fk FOREIGN KEY deptno REFERENCES dept deptno)	CREATE TABLE EMP (empno NUMBER (4), ename VARCHAR2 (35), deptno NUMBER (7,2) CONSTRAINT emp_deptno_fk REFERENCES dept (deptno))	CREATE TABLE EMP (empno NUMBER(4), ename VARCHAR2(35), deptno NUMBER(7,2) NOT NULL, CONSTRAINT emp_deptno_fk FOREIGN KEY(deptno) REFERENCES dept(deptno))	CREATE TABLE EMP (empno NUMBER(4), ename VARCHAR2(35), deptno NUMBER(7,2) FOREIGN KEY CONSTRAINT emp deptno fk REFERENCES dept(deptno))		0	0	1	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Which procedure raises an exception 'NO DATA FOUND' when the student searches for the course which is not available else to display
a message that the course is available."	MCQ	CREATE OR REPLACE PROCEDURE Available_major(p_course courses.coursename%TYPE) IS v_courseid NUMBER; v_coursename VARCHAR2(20); v_deptid NUMBER; BEGIN SELECT courseid ,departmentid, coursename INTO v_courseid,v_deptid,v_coursename FROM courses WHERE coursename like p_course||'%'; DBMS_OUTPUT.PUT_LINE('Course Available with department ID:'||' '||v_deptid); EXCEPTION WHEN NO_DATA_FOUND THEN DBMS_OUTPUT.PUT_LINE('No Course Available'); END Available_major;	CREATE OR REPLACE PROCEDURE Available_major(p_course courses.coursename%TYPE) IS v_courseid NUMBER; v_coursename VARCHAR2(20); v_deptid NUMBER; BEGIN SELECT courseid ,departmentid, coursename INTO v_courseid,v_deptid,v_coursename FROM courses WHERE coursename like 'p_course%'; DBMS_OUTPUT.PUT_LINE('Course Available with department ID:'||' '||v_deptid); EXCEPTION WHEN NO_DATA_FOUND THEN DBMS_OUTPUT.PUT_LINE('No Course Available'); END Available_major;	CREATE OR REPLACE PROCEDURE Available_major(p_course courses.coursename%TYPE) IS v_courseid NUMBER; v_coursename VARCHAR2(20); v_deptid NUMBER; BEGIN SELECT courseid ,departmentid, coursename INTO v_courseid,v_deptid,v_coursename FROM courses WHERE coursename like p_course||'%'; DBMS_OUTPUT.PUT_LINE('Course Available with department ID:'||' '||v_deptid); EXCEPTION WHEN TOO_MANY_ROWS THEN DBMS_OUTPUT.PUT_LINE('No Course Available'); END Available_major;	None of the listed options		1	0	0	0	
